Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Net Revenue per Item
Art & Sculpture,34,14935.0,-594.0,-1609.0,12732.0,374.47058823529414
Basket,13,3744.0,-316.8,0.0,3427.2,263.6307692307692
Basket,12,3825.0,-201.6,-288.0,3335.4,277.95
Basket,17,3035.0,-63.25,0.0,2971.75,174.80882352941177
Art & Sculpture,47,2696.8,-44.16,0.0,2652.64,56.43914893617021
Basket,17,2695.0,-52.5,-110.0,2532.5,148.97058823529412
Basket,20,2310.0,-66.0,-110.0,2134.0,106.7
Christmas,90,2160.0,-45.59,0.0,2114.41,23.493444444444442
Art & Sculpture,10,2250.0,-180.0,0.0,2070.0,207.0
Basket,11,1925.0,-17.5,0.0,1907.5,173.4090909090909
Basket,30,1907.0,-41.3,0.0,1865.7,62.190000000000005
Home Decor,19,1748.0,-46.85,0.0,1701.15,89.53421052631579
Basket,15,1725.0,-92.0,0.0,1633.0,108.86666666666666
Art & Sculpture,2,1625.0,-5.0,0.0,1620.0,810.0
Recycled Art,37,1554.0,-29.4,0.0,1524.6,41.2054054054054
Jewelry,33,1584.0,-67.17,0.0,1516.83,45.96454545454545
Basket,20,1560.0,-47.8,0.0,1512.2,75.61
Jewelry,32,1536.0,-76.8,0.0,1459.2,45.6
Home Decor,17,1496.0,-44.0,0.0,1452.0,85.41176470588235
Basket,5,1467.0,-57.6,0.0,1409.4,281.88
Art & Sculpture,9,1466.0,-75.89,0.0,1390.11,154.45666666666665
Art & Sculpture,11,1375.0,-12.5,0.0,1362.5,123.86363636363636
Art & Sculpture,58,1392.0,-36.0,0.0,1356.0,23.379310344827587
Christmas,58,1392.0,-45.6,0.0,1346.4,23.21379310344828
Jewelry,96,1400.0,-42.0,-56.0,1302.0,13.5625
Art & Sculpture,3,1660.0,0.0,-365.0,1295.0,431.6666666666667
Basket,15,1260.0,0.0,0.0,1260.0,84.0
Basket,9,1315.0,-57.5,0.0,1257.5,139.72222222222223
Art & Sculpture,30,1260.0,-46.2,0.0,1213.8,40.46
Skin Care,32,1216.0,-26.6,0.0,1189.4,37.16875
Home Decor,18,1224.0,-40.8,0.0,1183.2,65.73333333333333
Basket,7,1225.0,-70.0,0.0,1155.0,165.0
Art & Sculpture,7,1155.0,-47.51,0.0,1107.49,158.21285714285713
Home Decor,5,1125.0,-22.5,0.0,1102.5,220.5
Basket,4,1152.0,-57.6,0.0,1094.4,273.6
Basket,14,1158.0,-67.16,0.0,1090.84,77.91714285714285
Basket,10,1100.0,-11.0,0.0,1089.0,108.9
Kitchen,69,1104.0,-25.6,0.0,1078.4,15.628985507246378
Basket,10,1100.0,-26.13,0.0,1073.87,107.38699999999999
Art & Sculpture,15,1110.0,-46.79,0.0,1063.21,70.88066666666667
Art & Sculpture,18,1352.0,-31.99,-258.0,1062.01,59.00055555555556
Basket,11,1056.0,-7.57,0.0,1048.43,95.31181818181818
Home Decor,12,1120.0,-72.0,0.0,1048.0,87.33333333333333
Basket,6,1050.0,-17.5,0.0,1032.5,172.08333333333334
Basket,4,1030.0,0.0,0.0,1030.0,257.5
Basket,13,1194.0,-8.8,-156.0,1029.2,79.16923076923078
Art & Sculpture,15,1110.0,-81.38,0.0,1028.62,68.57466666666666
Art & Sculpture,59,1062.0,-33.6,0.0,1028.4,17.43050847457627
Basket,6,1225.0,-35.0,-175.0,1015.0,169.16666666666666
Basket,6,990.0,0.0,0.0,990.0,165.0
Basket,6,1050.0,-78.75,0.0,971.25,161.875
Basket,9,1100.0,-43.99,-99.01,957.0,106.33333333333333
Home Decor,11,968.0,-17.6,0.0,950.4,86.39999999999999
Basket,9,990.0,-43.99,0.0,946.01,105.11222222222221
Basket,7,952.0,-13.6,0.0,938.4,134.05714285714285
Art & Sculpture,25,950.0,-17.6,0.0,932.4,37.296
Basket,5,925.0,0.0,0.0,925.0,185.0
Art & Sculpture,2,1150.0,-230.0,0.0,920.0,460.0
Basket,3,1179.0,0.0,-288.0,891.0,297.0
Christmas,11,924.0,-33.6,0.0,890.4,80.94545454545454
Art & Sculpture,4,960.0,-72.0,0.0,888.0,222.0
Kitchen,24,906.0,-18.99,0.0,887.01,36.95875
Basket,3,945.0,-63.0,0.0,882.0,294.0
Home Decor,7,879.0,0.0,0.0,879.0,125.57142857142857
Art & Sculpture,10,975.0,-17.59,-79.21,878.2,87.82000000000001
Basket,11,898.0,-33.2,0.0,864.8,78.61818181818181
Basket,7,876.5,-12.65,0.0,863.85,123.40714285714286
Basket,5,875.0,-17.5,0.0,857.5,171.5
Art & Sculpture,4,900.0,-45.0,0.0,855.0,213.75
Home Decor,9,925.0,-73.5,0.0,851.5,94.61111111111111
Art & Sculpture,11,858.0,-23.6,0.0,834.4,75.85454545454546
Jewelry,18,912.0,-45.6,-48.0,818.4,45.46666666666667
Basket,7,812.0,-11.6,0.0,800.4,114.34285714285714
Basket,7,1035.0,-23.0,-230.0,782.0,111.71428571428571
Art & Sculpture,19,798.0,-16.79,0.0,781.21,41.11631578947369
Basket,16,804.0,-30.8,0.0,773.2,48.325
Basket,7,770.0,-3.48,0.0,766.52,109.50285714285714
Basket,7,775.0,-22.5,0.0,752.5,107.5
Basket,7,770.0,-33.0,0.0,737.0,105.28571428571429
Jewelry,16,768.0,-31.2,0.0,736.8,46.05
Basket,9,736.0,0.0,0.0,736.0,81.77777777777777
Jewelry,16,768.0,-33.6,0.0,734.4,45.9
Basket,4,740.0,-18.5,0.0,721.5,180.375
Jewelry,15,720.0,-9.6,0.0,710.4,47.36
Basket,4,700.0,0.0,0.0,700.0,175.0
Basket,6,696.0,-11.6,0.0,684.4,114.06666666666666
Christmas,18,798.0,-7.6,-114.0,676.4,37.577777777777776
Basket,5,725.0,-58.0,0.0,667.0,133.4
Basket,4,700.0,-35.0,0.0,665.0,166.25
Jewelry,25,700.0,-35.8,0.0,664.2,26.568
Jewelry,24,672.0,-28.01,0.0,643.99,26.832916666666666
Art & Sculpture,9,700.0,-57.0,0.0,643.0,71.44444444444444
Art & Sculpture,2,645.0,-4.15,0.0,640.85,320.425
Home Decor,5,631.0,0.0,0.0,631.0,126.2
Art & Sculpture,18,648.0,-21.6,0.0,626.4,34.8
Art & Sculpture,5,638.0,-12.4,0.0,625.6,125.12
Art & Sculpture,5,625.0,0.0,0.0,625.0,125.0
Art & Sculpture,5,636.0,-12.4,0.0,623.6,124.72
Basket,5,625.0,-12.5,0.0,612.5,122.5
Jewelry,13,624.0,-19.2,0.0,604.8,46.52307692307692
Basket,2,891.0,0.0,-288.0,603.0,301.5
Art & Sculpture,4,600.0,-15.0,0.0,585.0,146.25
Jewelry,42,602.0,-7.01,-14.0,580.99,13.833095238095238
Basket,5,580.0,0.0,0.0,580.0,116.0
Basket,2,576.0,0.0,0.0,576.0,288.0
Skin Care,31,573.5,-1.85,0.0,571.65,18.440322580645162
Home Decor,7,574.0,-8.2,0.0,565.8,80.82857142857142
Art & Sculpture,4,565.0,0.0,0.0,565.0,141.25
Basket,3,564.0,0.0,0.0,564.0,188.0
Kitchen,20,560.0,-2.81,0.0,557.19,27.859500000000004
Basket,5,575.0,-23.0,0.0,552.0,110.4
Basket,5,550.0,0.0,0.0,550.0,110.0
Christmas,15,570.0,-20.2,0.0,549.8,36.65333333333333
Jewelry,40,616.0,-11.2,-56.0,548.8,13.719999999999999
Art & Sculpture,6,588.0,-48.99,0.0,539.01,89.835
Home Decor,6,590.0,-59.0,0.0,531.0,88.5
Home Decor,8,544.0,-13.6,0.0,530.4,66.3
Basket,5,550.0,-22.0,0.0,528.0,105.6
Basket,5,550.0,-22.0,0.0,528.0,105.6
Basket,5,550.0,-22.0,0.0,528.0,105.6
Basket,19,622.0,-94.6,0.0,527.4,27.757894736842104
Basket,3,525.0,0.0,0.0,525.0,175.0
Basket,3,525.0,0.0,0.0,525.0,175.0
Art & Sculpture,6,522.0,0.0,0.0,522.0,87.0
Textiles,5,564.0,-44.0,0.0,520.0,104.0
Art & Sculpture,13,526.0,-12.6,0.0,513.4,39.49230769230769
Art & Sculpture,18,516.0,-6.0,0.0,510.0,28.333333333333332
Basket,12,528.0,-18.8,0.0,509.2,42.43333333333333
Basket,3,525.0,-17.5,0.0,507.5,169.16666666666666
Art & Sculpture,14,518.0,-14.6,0.0,503.4,35.957142857142856
Jewelry,9,522.0,-21.6,0.0,500.4,55.599999999999994
Kitchen,7,506.0,-5.8,0.0,500.2,71.45714285714286
Basket,4,500.0,0.0,0.0,500.0,125.0
Basket,9,498.0,0.0,0.0,498.0,55.333333333333336
Jewelry,11,528.0,-33.58,0.0,494.42,44.947272727272725
Basket,12,546.0,-17.6,-37.0,491.4,40.949999999999996
Art & Sculpture,9,486.0,-5.4,0.0,480.6,53.400000000000006
Jewelry,10,480.0,0.0,0.0,480.0,48.0
Art & Sculpture,22,506.0,-10.99,-19.8,475.21,21.600454545454543
Basket,10,480.0,-4.8,0.0,475.2,47.519999999999996
Art & Sculpture,9,593.0,-9.0,-110.0,474.0,52.666666666666664
Art & Sculpture,22,484.0,-11.29,0.0,472.71,21.48681818181818
Basket,4,500.0,-37.5,0.0,462.5,115.625
Kitchen,13,468.0,-7.2,0.0,460.8,35.44615384615385
Art & Sculpture,5,460.0,0.0,0.0,460.0,92.0
Basket,4,460.0,0.0,0.0,460.0,115.0
Christmas,21,462.0,-2.2,0.0,459.8,21.895238095238096
Accessories,25,472.0,-14.0,0.0,458.0,18.32
Jewelry,17,476.0,-18.2,0.0,457.8,26.929411764705883
Basket,3,460.0,-2.24,0.0,457.76,152.58666666666667
Art & Sculpture,7,476.0,-20.4,0.0,455.6,65.08571428571429
Art & Sculpture,2,450.0,0.0,0.0,450.0,225.0
Art & Sculpture,2,450.0,0.0,0.0,450.0,225.0
Basket,3,450.0,0.0,0.0,450.0,150.0
Art & Sculpture,18,450.0,-5.0,0.0,445.0,24.72222222222222
Basket,3,460.0,-17.5,0.0,442.5,147.5
Art & Sculpture,4,458.0,-15.6,0.0,442.4,110.6
Art & Sculpture,6,536.0,-6.8,-88.0,441.2,73.53333333333333
Jewelry,5,440.0,0.0,0.0,440.0,88.0
Christmas,5,440.0,0.0,0.0,440.0,88.0
Jewelry,16,448.0,-8.4,0.0,439.6,27.475
Art & Sculpture,25,450.0,-14.39,0.0,435.61,17.424400000000002
Basket,4,440.0,-11.0,0.0,429.0,107.25
Christmas,17,442.0,-20.8,0.0,421.2,24.776470588235295
Kitchen,45,437.0,-10.25,-8.54,418.21,9.293555555555555
Art & Sculpture,10,420.0,-4.5,0.0,415.5,41.55
Art & Sculpture,14,435.0,-20.1,0.0,414.9,29.635714285714283
Fair Trade Gifts,17,432.0,-19.6,0.0,412.4,24.258823529411764
Basket,10,420.0,-9.6,0.0,410.4,41.04
Basket,2,615.0,0.0,-205.0,410.0,205.0
Art & Sculpture,12,432.0,-25.2,0.0,406.8,33.9
One-of-a-Kind,1,450.0,-45.0,0.0,405.0,405.0
Christmas,12,408.0,-3.4,0.0,404.6,33.71666666666667
Jewelry,29,462.0,-8.41,-56.0,397.59,13.709999999999999
Basket,6,408.0,-11.8,0.0,396.2,66.03333333333333
Basket,4,440.0,-44.0,0.0,396.0,99.0
Basket,2,410.0,-20.5,0.0,389.5,194.75
Art & Sculpture,3,432.0,-43.2,0.0,388.8,129.6
Art & Sculpture,1,385.0,0.0,0.0,385.0,385.0
Art & Sculpture,1,385.0,0.0,0.0,385.0,385.0
Basket,4,414.0,-33.0,0.0,381.0,95.25
Art & Sculpture,6,379.0,0.0,0.0,379.0,63.166666666666664
Home Decor,3,374.0,0.0,0.0,374.0,124.66666666666667
Basket,9,378.0,-4.2,0.0,373.8,41.53333333333333
Art & Sculpture,16,408.0,-13.6,-21.6,372.8,23.3
Kitchen,21,374.0,-1.39,0.0,372.61,17.743333333333332
Art & Sculpture,3,384.0,-12.8,0.0,371.2,123.73333333333333
Art & Sculpture,4,380.0,-9.5,0.0,370.5,92.625
Basket,2,370.0,0.0,0.0,370.0,185.0
Basket,11,393.25,-25.0,0.0,368.25,33.47727272727273
Basket,8,428.0,-19.2,-46.0,362.8,45.35
Soapstone,13,359.0,0.0,0.0,359.0,27.615384615384617
Art & Sculpture,2,396.0,-39.6,0.0,356.4,178.2
Kitchen,18,360.0,-4.0,0.0,356.0,19.77777777777778
Art & Sculpture,4,360.0,-4.19,0.0,355.81,88.9525
Art & Sculpture,4,360.0,-5.8,0.0,354.2,88.55
Christmas,16,352.0,0.0,0.0,352.0,22.0
Basket,2,370.0,-18.5,0.0,351.5,175.75
Art & Sculpture,1,350.0,0.0,0.0,350.0,350.0
Basket,2,350.0,0.0,0.0,350.0,175.0
Basket,2,350.0,0.0,0.0,350.0,175.0
Basket,2,350.0,0.0,0.0,350.0,175.0
Art & Sculpture,11,352.0,-3.19,0.0,348.81,31.71
Basket,7,364.0,-15.6,0.0,348.4,49.771428571428565
Basket,6,348.0,0.0,0.0,348.0,58.0
Basket,3,348.0,0.0,0.0,348.0,116.0
Basket,3,348.0,0.0,0.0,348.0,116.0
Home Decor,16,352.0,-4.4,0.0,347.6,21.725
Christmas,16,352.0,-4.4,0.0,347.6,21.725
Basket,8,344.0,0.0,0.0,344.0,43.0
Basket,9,342.0,0.0,0.0,342.0,38.0
Jewelry,11,360.0,-19.4,0.0,340.6,30.963636363636365
Basket,9,339.0,0.0,0.0,339.0,37.666666666666664
Fair Trade Gifts,16,352.0,-13.18,0.0,338.82,21.17625
Art & Sculpture,6,348.0,-11.6,0.0,336.4,56.06666666666666
Basket,3,360.0,-24.0,0.0,336.0,112.0
Art & Sculpture,2,336.0,0.0,0.0,336.0,168.0
Jewelry,7,336.0,-3.15,0.0,332.85,47.550000000000004
Art & Sculpture,14,350.0,-17.2,0.0,332.8,23.771428571428572
Art & Sculpture,2,350.0,-17.5,0.0,332.5,166.25
Basket,2,350.0,-17.5,0.0,332.5,166.25
Basket,3,330.0,0.0,0.0,330.0,110.0
Basket,3,440.0,0.0,-110.0,330.0,110.0
Basket,3,330.0,0.0,0.0,330.0,110.0
Basket,2,330.0,0.0,0.0,330.0,165.0
Art & Sculpture,3,440.0,0.0,-110.0,330.0,110.0
Basket,1,365.0,-36.5,0.0,328.5,328.5
Art & Sculpture,8,336.0,-12.6,0.0,323.4,40.425
Jewelry,10,340.0,-18.6,0.0,321.4,32.14
Home Decor,5,408.0,-20.4,-68.0,319.6,63.92
Basket,3,330.0,-11.0,0.0,319.0,106.33333333333333
Basket,3,330.0,-11.0,0.0,319.0,106.33333333333333
Music,9,328.0,-12.6,0.0,315.4,35.044444444444444
Art & Sculpture,7,315.0,0.0,0.0,315.0,45.0
Basket,2,350.0,-35.0,0.0,315.0,157.5
Basket,2,350.0,-35.0,0.0,315.0,157.5
Christmas,18,324.0,-10.8,0.0,313.2,17.4
Basket,1,310.0,0.0,0.0,310.0,310.0
Art & Sculpture,3,330.0,-22.0,0.0,308.0,102.66666666666667
Basket,3,330.0,-22.0,0.0,308.0,102.66666666666667
Art & Sculpture,2,324.0,-16.2,0.0,307.8,153.9
Kitchen,13,312.0,-4.81,0.0,307.19,23.63
Art & Sculpture,5,312.0,-5.0,0.0,307.0,61.4
Basket,5,307.0,0.0,0.0,307.0,61.4
Art & Sculpture,7,315.0,-9.5,0.0,305.5,43.642857142857146
Basket,3,348.0,-46.4,0.0,301.6,100.53333333333335
Art & Sculpture,2,300.0,0.0,0.0,300.0,150.0
Basket,8,348.0,-11.41,-38.0,298.59,37.32375
Basket,3,298.0,0.0,0.0,298.0,99.33333333333333
Jewelry,11,308.0,-11.21,0.0,296.79,26.980909090909094
Art & Sculpture,2,296.0,0.0,0.0,296.0,148.0
Jewelry,6,300.0,-4.4,0.0,295.6,49.26666666666667
Kitchen,29,307.5,-14.16,0.0,293.34,10.115172413793102
Basket,3,304.0,-11.0,0.0,293.0,97.66666666666667
Jewelry,21,378.0,-2.8,-84.0,291.2,13.866666666666665
Art & Sculpture,5,290.0,0.0,0.0,290.0,58.0
Textiles,8,342.0,-15.2,-38.0,288.8,36.1
Basket,3,288.0,0.0,0.0,288.0,96.0
Home Decor,2,288.0,0.0,0.0,288.0,144.0
Art & Sculpture,6,288.0,0.0,0.0,288.0,48.0
Christmas,16,306.0,-1.8,-18.0,286.2,17.8875
Soapstone,8,285.0,0.0,0.0,285.0,35.625
Home Decor,5,320.0,-38.4,0.0,281.6,56.32000000000001
Home Decor,8,304.0,-22.8,0.0,281.2,35.15
Furniture,2,350.0,-70.0,0.0,280.0,140.0
Music,16,292.0,-12.2,0.0,279.8,17.4875
Art & Sculpture,3,302.0,-23.4,0.0,278.6,92.86666666666667
Jewelry,6,288.0,-9.6,0.0,278.4,46.4
Art & Sculpture,6,288.0,-9.61,0.0,278.39,46.39833333333333
Christmas,13,286.0,-8.8,0.0,277.2,21.323076923076922
Jewelry,6,288.0,-12.0,0.0,276.0,46.0
Basket,6,280.0,-6.32,0.0,273.68,45.61333333333334
Home Decor,2,288.0,-14.39,0.0,273.61,136.805
Art & Sculpture,8,288.0,-14.4,0.0,273.6,34.2
Home Decor,4,286.0,-13.6,0.0,272.4,68.1
Art & Sculpture,4,272.0,0.0,0.0,272.0,68.0
Basket,2,272.0,0.0,0.0,272.0,136.0
Art & Sculpture,6,276.0,-4.8,0.0,271.2,45.199999999999996
Christmas,15,270.0,0.0,0.0,270.0,18.0
Home Decor,2,270.0,0.0,0.0,270.0,135.0
Jewelry,10,280.0,-10.44,0.0,269.56,26.956
Art & Sculpture,15,278.0,-8.71,0.0,269.29,17.95266666666667
Art & Sculpture,7,272.0,-3.52,0.0,268.48,38.354285714285716
Christmas,15,288.0,-3.6,-18.0,266.4,17.759999999999998
Home Decor,4,272.0,-6.79,0.0,265.21,66.3025
Home Decor,4,272.0,-6.8,0.0,265.2,66.3
Christmas,15,270.0,-5.41,0.0,264.59,17.639333333333333
Kids,12,264.0,0.0,0.0,264.0,22.0
Home Decor,3,264.0,0.0,0.0,264.0,88.0
Fair Trade Gifts,22,264.0,0.0,0.0,264.0,12.0
Kitchen,2,264.0,0.0,0.0,264.0,132.0
Basket,1,288.0,-28.8,0.0,259.2,259.2
Recycled Art,9,262.0,-3.0,0.0,259.0,28.77777777777778
Music,4,256.0,0.0,0.0,256.0,64.0
Basket,6,264.0,-8.8,0.0,255.2,42.53333333333333
Jewelry,7,270.0,-15.21,0.0,254.79,36.39857142857143
Basket,6,252.0,0.0,0.0,252.0,42.0
Basket,6,267.0,-15.31,0.0,251.69,41.94833333333333
Home Decor,4,272.0,-20.4,0.0,251.6,62.9
Home Decor,7,304.0,-15.2,-38.0,250.8,35.82857142857143
Home Decor,4,248.0,0.0,0.0,248.0,62.0
Furniture,1,275.0,-27.5,0.0,247.5,247.5
Recycled Art,1,245.0,0.0,0.0,245.0,245.0
Art & Sculpture,2,244.0,0.0,0.0,244.0,122.0
Jewelry,6,252.0,-8.41,0.0,243.59,40.598333333333336
Skin Care,13,240.5,0.0,0.0,240.5,18.5
Music,13,280.0,-21.99,-18.01,240.0,18.46153846153846
Basket,1,240.0,0.0,0.0,240.0,240.0
Basket,1,240.0,0.0,0.0,240.0,240.0
Basket,1,240.0,0.0,0.0,240.0,240.0
Art & Sculpture,5,240.0,0.0,0.0,240.0,48.0
Basket,8,274.0,0.0,-34.0,240.0,30.0
Art & Sculpture,1,240.0,0.0,0.0,240.0,240.0
Basket,1,240.0,0.0,0.0,240.0,240.0
Jewelry,8,244.0,-5.1,0.0,238.9,29.8625
Home Decor,2,249.0,-12.5,0.0,236.5,118.25
Kitchen,4,252.0,-15.6,0.0,236.4,59.1
Christmas,13,234.0,0.0,0.0,234.0,18.0
Basket,2,232.0,0.0,0.0,232.0,116.0
Basket,2,232.0,0.0,0.0,232.0,116.0
Basket,2,348.0,-11.6,-104.4,232.0,116.0
